Start |2021-11-20-18:30:56.4689300-05:00
End |2021-11-20-18:30:56.4792316-05:00
Original |Sorted
1894|1
737|2
466|3
514|4
529|5
1074|6
913|7
196|8
721|9
1329|10
303|11
1646|12
861|13
506|14
1153|15
611|16
389|17
859|18
1438|19
808|20
832|21
418|22
356|23
1827|24
1090|25
386|26
925|27
1337|28
1012|29
1807|30
1251|31
1406|32
1509|33
1425|34
1002|35
997|36
1273|37
1702|38
1330|39
595|40
1421|41
309|42
1260|43
1357|44
1573|45
7|46
1399|47
1131|48
1148|49
24|50
1564|51
910|52
1594|53
764|54
1355|55
1481|56
375|57
638|58
1435|59
139|60
153|61
1587|62
1190|63
914|64
80|65
900|66
140|67
1446|68
1514|69
156|70
1342|71
689|72
1538|73
835|74
1392|75
513|76
1162|77
1006|78
256|79
1079|80
991|81
1795|82
184|83
982|84
247|85
333|86
1820|87
735|88
69|89
1534|90
615|91
630|92
270|93
1191|94
443|95
1844|96
1127|97
344|98
1277|99
667|100
1872|101
1960|102
1634|103
993|104
683|105
867|106
1388|107
749|108
1383|109
836|110
312|111
1380|112
382|113
350|114
1154|115
365|116
1405|117
204|118
666|119
1753|120
1093|121
1413|122
1374|123
1983|124
1551|125
708|126
423|127
340|128
397|129
1565|130
1398|131
816|132
1741|133
1604|134
1214|135
1036|136
162|137
1196|138
294|139
1386|140
951|141
1064|142
1364|143
1235|144
1213|145
1244|146
241|147
1923|148
37|149
76|150
445|151
919|152
1689|153
1540|154
1593|155
465|156
586|157
1657|158
1466|159
1977|160
447|161
1039|162
353|163
1833|164
1458|165
1507|166
1655|167
788|168
1137|169
111|170
198|171
201|172
1911|173
1287|174
791|175
25|176
43|177
134|178
770|179
297|180
469|181
509|182
305|183
319|184
1113|185
480|186
1143|187
208|188
13|189
752|190
453|191
533|192
1751|193
326|194
942|195
1917|196
713|197
1550|198
1794|199
1724|200
1615|201
1468|202
782|203
1928|204
1882|205
237|206
1016|207
399|208
733|209
1567|210
428|211
460|212
877|213
1163|214
1524|215
1945|216
736|217
39|218
