Start |2021-11-20-18:31:08.1060645-05:00
End |2021-11-20-18:31:08.1110370-05:00
Original |Sorted
229|1
1590|2
1722|3
875|4
201|5
1265|6
1666|7
81|8
524|9
1099|10
1245|11
1253|12
264|13
615|14
388|15
1342|16
1223|17
477|18
1436|19
619|20
1545|21
913|22
1803|23
1187|24
911|25
1368|26
828|27
160|28
258|29
352|30
694|31
738|32
697|33
1500|34
1635|35
1421|36
1716|37
789|38
725|39
881|40
1701|41
134|42
682|43
599|44
406|45
1|46
126|47
1273|48
1036|49
1660|50
154|51
1079|52
1321|53
1916|54
542|55
1320|56
1793|57
533|58
1965|59
838|60
436|61
1508|62
1828|63
173|64
408|65
510|66
561|67
770|68
988|69
973|70
1630|71
437|72
1755|73
557|74
926|75
1411|76
230|77
1202|78
787|79
918|80
1242|81
1565|82
1132|83
603|84
197|85
1620|86
1424|87
784|88
960|89
314|90
1636|91
1182|92
827|93
1893|94
443|95
191|96
311|97
512|98
193|99
1899|100
1449|101
1366|102
286|103
62|104
29|105
1725|106
1330|107
766|108
1001|109
1139|110
1092|111
591|112
1757|113
1057|114
1600|115
878|116
376|117
1228|118
1976|119
794|120
1096|121
1782|122
1817|123
668|124
1345|125
448|126
1614|127
1866|128
108|129
728|130
1101|131
1723|132
1010|133
891|134
1474|135
1882|136
1280|137
1066|138
572|139
478|140
291|141
657|142
1794|143
1826|144
1230|145
1043|146
1435|147
1776|148
292|149
1571|150
1821|151
1089|152
535|153
1406|154
806|155
1669|156
1551|157
1618|158
722|159
1581|160
103|161
1465|162
648|163
265|164
38|165
1372|166
1583|167
861|168
1585|169
1721|170
1599|171
1309|172
645|173
1494|174
493|175
428|176
1990|177
1992|178
1440|179
295|180
1015|181
1844|182
1564|183
538|184
908|185
8|186
1176|187
1604|188
82|189
1808|190
327|191
1661|192
336|193
989|194
369|195
826|196
6|197
1519|198
1786|199
1863|200
1456|201
567|202
186|203
576|204
1971|205
500|206
434|207
1041|208
905|209
367|210
1681|211
1554|212
174|213
424|214
565|215
267|216
1901|217
107|218
1353|219
32|220
188|221
1981|222
780|223
1781|224
1385|225
1942|226
974|227
1657|228
1122|229
1673|230
426|231
467|232
209|233
1577|234
841|235
450|236
