Start |2021-11-20-16:20:48.0128241-05:00
61,61,2021-11-20-16:20:48.0164505-05:00
962,1023,2021-11-20-16:20:48.0166659-05:00
1062,2085,2021-11-20-16:20:48.0166816-05:00
926,3011,2021-11-20-16:20:48.0166851-05:00
742,3753,2021-11-20-16:20:48.0166873-05:00
185,3938,2021-11-20-16:20:48.0166893-05:00
1817,5755,2021-11-20-16:20:48.0166914-05:00
1180,6935,2021-11-20-16:20:48.0166935-05:00
1336,8271,2021-11-20-16:20:48.0166953-05:00
484,8755,2021-11-20-16:20:48.0166972-05:00
233,8988,2021-11-20-16:20:48.0166992-05:00
1065,10053,2021-11-20-16:20:48.0167011-05:00
809,10862,2021-11-20-16:20:48.0167031-05:00
914,11776,2021-11-20-16:20:48.0167060-05:00
1818,13594,2021-11-20-16:20:48.0167160-05:00
1441,15035,2021-11-20-16:20:48.0167190-05:00
412,15447,2021-11-20-16:20:48.0167212-05:00
1907,17354,2021-11-20-16:20:48.0167232-05:00
1524,18878,2021-11-20-16:20:48.0167254-05:00
1201,20079,2021-11-20-16:20:48.0167274-05:00
1534,21613,2021-11-20-16:20:48.0167294-05:00
945,22558,2021-11-20-16:20:48.0167313-05:00
468,23026,2021-11-20-16:20:48.0167343-05:00
189,23215,2021-11-20-16:20:48.0167363-05:00
1605,24820,2021-11-20-16:20:48.0167381-05:00
1998,26818,2021-11-20-16:20:48.0167400-05:00
146,26964,2021-11-20-16:20:48.0167420-05:00
270,27234,2021-11-20-16:20:48.0167439-05:00
1280,28514,2021-11-20-16:20:48.0167468-05:00
500,29014,2021-11-20-16:20:48.0167496-05:00
563,29577,2021-11-20-16:20:48.0167516-05:00
957,30534,2021-11-20-16:20:48.0167534-05:00
366,30900,2021-11-20-16:20:48.0167552-05:00
853,31753,2021-11-20-16:20:48.0167571-05:00
1696,33449,2021-11-20-16:20:48.0167589-05:00
1791,35240,2021-11-20-16:20:48.0167607-05:00
1097,36337,2021-11-20-16:20:48.0167685-05:00
618,36955,2021-11-20-16:20:48.0167709-05:00
1697,38652,2021-11-20-16:20:48.0167729-05:00
391,39043,2021-11-20-16:20:48.0167750-05:00
1753,40796,2021-11-20-16:20:48.0167770-05:00
1929,42725,2021-11-20-16:20:48.0167789-05:00
1588,44313,2021-11-20-16:20:48.0167809-05:00
1454,45767,2021-11-20-16:20:48.0167827-05:00
1276,47043,2021-11-20-16:20:48.0167846-05:00
975,48018,2021-11-20-16:20:48.0167864-05:00
1314,49332,2021-11-20-16:20:48.0167883-05:00
423,49755,2021-11-20-16:20:48.0167901-05:00
59,49814,2021-11-20-16:20:48.0167920-05:00
1681,51495,2021-11-20-16:20:48.0167939-05:00
1604,53099,2021-11-20-16:20:48.0167957-05:00
1492,54591,2021-11-20-16:20:48.0167977-05:00
1673,56264,2021-11-20-16:20:48.0167996-05:00
407,56671,2021-11-20-16:20:48.0168014-05:00
763,57434,2021-11-20-16:20:48.0168031-05:00
1116,58550,2021-11-20-16:20:48.0168049-05:00
495,59045,2021-11-20-16:20:48.0168141-05:00
874,59919,2021-11-20-16:20:48.0168168-05:00
1320,61239,2021-11-20-16:20:48.0168189-05:00
744,61983,2021-11-20-16:20:48.0168208-05:00
40,62023,2021-11-20-16:20:48.0168227-05:00
1547,63570,2021-11-20-16:20:48.0168246-05:00
1900,65470,2021-11-20-16:20:48.0168265-05:00
837,66307,2021-11-20-16:20:48.0168284-05:00
1921,68228,2021-11-20-16:20:48.0168304-05:00
1275,69503,2021-11-20-16:20:48.0168322-05:00
700,70203,2021-11-20-16:20:48.0168341-05:00
1955,72158,2021-11-20-16:20:48.0168359-05:00
1218,73376,2021-11-20-16:20:48.0168378-05:00
28,73404,2021-11-20-16:20:48.0168396-05:00
345,73749,2021-11-20-16:20:48.0168434-05:00
1793,75542,2021-11-20-16:20:48.0168455-05:00
211,75753,2021-11-20-16:20:48.0168474-05:00
1133,76886,2021-11-20-16:20:48.0168493-05:00
1447,78333,2021-11-20-16:20:48.0168511-05:00
1604,79937,2021-11-20-16:20:48.0168529-05:00
1357,81294,2021-11-20-16:20:48.0168547-05:00
1013,82307,2021-11-20-16:20:48.0168565-05:00
913,83220,2021-11-20-16:20:48.0168583-05:00
631,83851,2021-11-20-16:20:48.0168601-05:00
685,84536,2021-11-20-16:20:48.0168620-05:00
1723,86259,2021-11-20-16:20:48.0168639-05:00
211,86470,2021-11-20-16:20:48.0168657-05:00
1599,88069,2021-11-20-16:20:48.0168675-05:00
895,88964,2021-11-20-16:20:48.0168693-05:00
1071,90035,2021-11-20-16:20:48.0168710-05:00
1283,91318,2021-11-20-16:20:48.0168728-05:00
1959,93277,2021-11-20-16:20:48.0168746-05:00
91,93368,2021-11-20-16:20:48.0168764-05:00
581,93949,2021-11-20-16:20:48.0168835-05:00
1296,95245,2021-11-20-16:20:48.0168862-05:00
224,95469,2021-11-20-16:20:48.0168883-05:00
1298,96767,2021-11-20-16:20:48.0168903-05:00
954,97721,2021-11-20-16:20:48.0168922-05:00
352,98073,2021-11-20-16:20:48.0168941-05:00
206,98279,2021-11-20-16:20:48.0168959-05:00
30,98309,2021-11-20-16:20:48.0168979-05:00
752,99061,2021-11-20-16:20:48.0168998-05:00
1533,100594,2021-11-20-16:20:48.0169016-05:00
1,100595,2021-11-20-16:20:48.0169035-05:00
276,100871,2021-11-20-16:20:48.0169054-05:00
1358,102229,2021-11-20-16:20:48.0169095-05:00
1204,103433,2021-11-20-16:20:48.0169141-05:00
32,103465,2021-11-20-16:20:48.0169162-05:00
1336,104801,2021-11-20-16:20:48.0169181-05:00
1811,106612,2021-11-20-16:20:48.0169200-05:00
1282,107894,2021-11-20-16:20:48.0169219-05:00
540,108434,2021-11-20-16:20:48.0169237-05:00
959,109393,2021-11-20-16:20:48.0169256-05:00
1158,110551,2021-11-20-16:20:48.0169274-05:00
1758,112309,2021-11-20-16:20:48.0169292-05:00
1481,113790,2021-11-20-16:20:48.0169310-05:00
1960,115750,2021-11-20-16:20:48.0169408-05:00
690,116440,2021-11-20-16:20:48.0169435-05:00
59,116499,2021-11-20-16:20:48.0169456-05:00
317,116816,2021-11-20-16:20:48.0169476-05:00
1337,118153,2021-11-20-16:20:48.0169496-05:00
301,118454,2021-11-20-16:20:48.0169516-05:00
1941,120395,2021-11-20-16:20:48.0169535-05:00
850,121245,2021-11-20-16:20:48.0169554-05:00
1992,123237,2021-11-20-16:20:48.0169572-05:00
741,123978,2021-11-20-16:20:48.0169591-05:00
1865,125843,2021-11-20-16:20:48.0169609-05:00
638,126481,2021-11-20-16:20:48.0169627-05:00
731,127212,2021-11-20-16:20:48.0169645-05:00
122,127334,2021-11-20-16:20:48.0169663-05:00
496,127830,2021-11-20-16:20:48.0169681-05:00
1256,129086,2021-11-20-16:20:48.0169699-05:00
782,129868,2021-11-20-16:20:48.0169718-05:00
1241,131109,2021-11-20-16:20:48.0169736-05:00
1575,132684,2021-11-20-16:20:48.0169755-05:00
605,133289,2021-11-20-16:20:48.0169774-05:00
1479,134768,2021-11-20-16:20:48.0169792-05:00
912,135680,2021-11-20-16:20:48.0169811-05:00
355,136035,2021-11-20-16:20:48.0169829-05:00
1326,137361,2021-11-20-16:20:48.0169847-05:00
519,137880,2021-11-20-16:20:48.0169865-05:00
180,138060,2021-11-20-16:20:48.0169883-05:00
263,138323,2021-11-20-16:20:48.0169902-05:00
1084,139407,2021-11-20-16:20:48.0169920-05:00
1789,141196,2021-11-20-16:20:48.0169938-05:00
743,141939,2021-11-20-16:20:48.0169956-05:00
1000,142939,2021-11-20-16:20:48.0169974-05:00
933,143872,2021-11-20-16:20:48.0169992-05:00
822,144694,2021-11-20-16:20:48.0170011-05:00
1814,146508,2021-11-20-16:20:48.0170061-05:00
263,146771,2021-11-20-16:20:48.0170087-05:00
609,147380,2021-11-20-16:20:48.0170106-05:00
895,148275,2021-11-20-16:20:48.0170125-05:00
35,148310,2021-11-20-16:20:48.0170143-05:00
869,149179,2021-11-20-16:20:48.0170162-05:00
1728,150907,2021-11-20-16:20:48.0170180-05:00
810,151717,2021-11-20-16:20:48.0170199-05:00
683,152400,2021-11-20-16:20:48.0170216-05:00
9,152409,2021-11-20-16:20:48.0170235-05:00
1535,153944,2021-11-20-16:20:48.0170253-05:00
1493,155437,2021-11-20-16:20:48.0170272-05:00
567,156004,2021-11-20-16:20:48.0170290-05:00
1300,157304,2021-11-20-16:20:48.0170308-05:00
1215,158519,2021-11-20-16:20:48.0170348-05:00
1315,159834,2021-11-20-16:20:48.0170373-05:00
26,159860,2021-11-20-16:20:48.0170394-05:00
1758,161618,2021-11-20-16:20:48.0170413-05:00
1717,163335,2021-11-20-16:20:48.0170432-05:00
1583,164918,2021-11-20-16:20:48.0170450-05:00
1153,166071,2021-11-20-16:20:48.0170469-05:00
3,166074,2021-11-20-16:20:48.0170488-05:00
1049,167123,2021-11-20-16:20:48.0170507-05:00
335,167458,2021-11-20-16:20:48.0170525-05:00
732,168190,2021-11-20-16:20:48.0170544-05:00
1798,169988,2021-11-20-16:20:48.0170562-05:00
