Start |2021-11-20-18:43:27.0496411-05:00
End |2021-11-20-18:43:27.0568850-05:00
Original |Sorted
1425|1
98|2
102|3
510|4
585|5
1755|6
1570|7
1442|8
1180|9
1730|10
474|11
65|12
592|13
337|14
256|15
1496|16
1047|17
1654|18
1912|19
1527|20
627|21
1214|22
239|23
661|24
1765|25
610|26
1320|27
1917|28
189|29
154|30
1873|31
275|32
1373|33
912|34
1954|35
966|36
624|37
648|38
1189|39
1138|40
977|41
1100|42
770|43
963|44
528|45
234|46
1768|47
1710|48
22|49
872|50
1403|51
1292|52
958|53
35|54
1151|55
212|56
1860|57
1446|58
748|59
1976|60
434|61
1653|62
1254|63
1028|64
1856|65
204|66
693|67
1677|68
385|69
1290|70
874|71
404|72
464|73
775|74
553|75
1525|76
447|77
1276|78
130|79
1532|80
843|81
1611|82
1894|83
1318|84
752|85
582|86
1314|87
1342|88
1762|89
1742|90
1104|91
1175|92
1899|93
1212|94
706|95
1324|96
1846|97
1737|98
1102|99
324|100
1544|101
87|102
1328|103
731|104
1997|105
997|106
825|107
186|108
1482|109
1625|110
1766|111
580|112
1310|113
1211|114
1128|115
820|116
1760|117
1937|118
278|119
1270|120
886|121
1352|122
1919|123
638|124
181|125
1693|126
499|127
1244|128
64|129
1225|130
1673|131
703|132
166|133
1805|134
1986|135
750|136
284|137
1154|138
1319|139
1747|140
1751|141
1116|142
1854|143
134|144
1978|145
516|146
1861|147
677|148
79|149
1881|150
1556|151
1909|152
1456|153
1826|154
1429|155
193|156
170|157
682|158
543|159
301|160
490|161
1572|162
121|163
255|164
1949|165
1048|166
415|167
1504|168
1222|169
379|170
539|171
599|172
614|173
524|174
1514|175
1758|176
1487|177
1780|178
664|179
1655|180
1830|181
1818|182
1158|183
182|184
1658|185
1757|186
1234|187
335|188
366|189
1790|190
577|191
1586|192
611|193
1011|194
1245|195
174|196
994|197
1594|198
185|199
915|200
101|201
352|202
1441|203
1690|204
1335|205
951|206
1285|207
926|208
312|209
1663|210
698|211
389|212
20|213
881|214
462|215
673|216
407|217
1940|218
584|219
183|220
1808|221
77|222
1132|223
1430|224
1795|225
939|226
1989|227
1583|228
1262|229
1338|230
761|231
1889|232
1587|233
1729|234
1547|235
1469|236
370|237
1458|238
837|239
708|240
465|241
310|242
24|243
697|244
1082|245
196|246
1564|247
1716|248
552|249
579|250
1767|251
1055|252
1009|253
2|254
1097|255
25|256
1198|257
13|258
1902|259
396|260
967|261
1692|262
1648|263
960|264
904|265
805|266
792|267
281|268
1317|269
978|270
300|271
931|272
1087|273
1877|274
1704|275
1488|276
56|277
443|278
343|279
1597|280
