Start |2021-11-20-15:51:25.1517199-05:00
1,2021-11-20-15:51:25.1554780-05:00
1,2021-11-20-15:51:25.1555072-05:00
1,2021-11-20-15:51:25.1555106-05:00
1,2021-11-20-15:51:25.1555124-05:00
1,2021-11-20-15:51:25.1555140-05:00
1,2021-11-20-15:51:25.1555155-05:00
1,2021-11-20-15:51:25.1555169-05:00
1,2021-11-20-15:51:25.1555183-05:00
1,2021-11-20-15:51:25.1555199-05:00
1,2021-11-20-15:51:25.1555213-05:00
1,2021-11-20-15:51:25.1555227-05:00
1,2021-11-20-15:51:25.1555241-05:00
1,2021-11-20-15:51:25.1555255-05:00
1,2021-11-20-15:51:25.1555269-05:00
1,2021-11-20-15:51:25.1555282-05:00
1,2021-11-20-15:51:25.1555296-05:00
1,2021-11-20-15:51:25.1555310-05:00
1,2021-11-20-15:51:25.1555325-05:00
1,2021-11-20-15:51:25.1555339-05:00
1,2021-11-20-15:51:25.1555353-05:00
1,2021-11-20-15:51:25.1555367-05:00
1,2021-11-20-15:51:25.1555381-05:00
1,2021-11-20-15:51:25.1555408-05:00
1,2021-11-20-15:51:25.1555424-05:00
1,2021-11-20-15:51:25.1555438-05:00
1,2021-11-20-15:51:25.1555531-05:00
1,2021-11-20-15:51:25.1555560-05:00
1,2021-11-20-15:51:25.1555577-05:00
1,2021-11-20-15:51:25.1555593-05:00
1,2021-11-20-15:51:25.1555608-05:00
1,2021-11-20-15:51:25.1555624-05:00
1,2021-11-20-15:51:25.1555639-05:00
1,2021-11-20-15:51:25.1555655-05:00
1,2021-11-20-15:51:25.1555671-05:00
1,2021-11-20-15:51:25.1555695-05:00
1,2021-11-20-15:51:25.1555712-05:00
1,2021-11-20-15:51:25.1555728-05:00
1,2021-11-20-15:51:25.1555743-05:00
1,2021-11-20-15:51:25.1555759-05:00
1,2021-11-20-15:51:25.1555774-05:00
1,2021-11-20-15:51:25.1555789-05:00
1,2021-11-20-15:51:25.1555805-05:00
1,2021-11-20-15:51:25.1555820-05:00
1,2021-11-20-15:51:25.1555835-05:00
1,2021-11-20-15:51:25.1555851-05:00
1,2021-11-20-15:51:25.1555866-05:00
1,2021-11-20-15:51:25.1555882-05:00
1,2021-11-20-15:51:25.1555897-05:00
1,2021-11-20-15:51:25.1555912-05:00
1,2021-11-20-15:51:25.1555928-05:00
1,2021-11-20-15:51:25.1555943-05:00
1,2021-11-20-15:51:25.1555958-05:00
1,2021-11-20-15:51:25.1555974-05:00
1,2021-11-20-15:51:25.1555989-05:00
1,2021-11-20-15:51:25.1556005-05:00
1,2021-11-20-15:51:25.1556069-05:00
1,2021-11-20-15:51:25.1556090-05:00
1,2021-11-20-15:51:25.1556106-05:00
1,2021-11-20-15:51:25.1556121-05:00
1,2021-11-20-15:51:25.1556136-05:00
1,2021-11-20-15:51:25.1556151-05:00
1,2021-11-20-15:51:25.1556166-05:00
1,2021-11-20-15:51:25.1556181-05:00
1,2021-11-20-15:51:25.1556195-05:00
1,2021-11-20-15:51:25.1556210-05:00
1,2021-11-20-15:51:25.1556225-05:00
1,2021-11-20-15:51:25.1556240-05:00
1,2021-11-20-15:51:25.1556255-05:00
1,2021-11-20-15:51:25.1556270-05:00
1,2021-11-20-15:51:25.1556287-05:00
1,2021-11-20-15:51:25.1556303-05:00
1,2021-11-20-15:51:25.1556318-05:00
1,2021-11-20-15:51:25.1556379-05:00
1,2021-11-20-15:51:25.1556398-05:00
1,2021-11-20-15:51:25.1556414-05:00
1,2021-11-20-15:51:25.1556429-05:00
1,2021-11-20-15:51:25.1556445-05:00
1,2021-11-20-15:51:25.1556461-05:00
1,2021-11-20-15:51:25.1556477-05:00
1,2021-11-20-15:51:25.1556492-05:00
1,2021-11-20-15:51:25.1556508-05:00
1,2021-11-20-15:51:25.1556523-05:00
1,2021-11-20-15:51:25.1556539-05:00
1,2021-11-20-15:51:25.1556555-05:00
1,2021-11-20-15:51:25.1556570-05:00
1,2021-11-20-15:51:25.1556586-05:00
1,2021-11-20-15:51:25.1556601-05:00
1,2021-11-20-15:51:25.1556617-05:00
1,2021-11-20-15:51:25.1556633-05:00
1,2021-11-20-15:51:25.1556648-05:00
1,2021-11-20-15:51:25.1556664-05:00
1,2021-11-20-15:51:25.1556679-05:00
1,2021-11-20-15:51:25.1556694-05:00
1,2021-11-20-15:51:25.1556708-05:00
1,2021-11-20-15:51:25.1556723-05:00
1,2021-11-20-15:51:25.1556738-05:00
1,2021-11-20-15:51:25.1556753-05:00
1,2021-11-20-15:51:25.1556767-05:00
1,2021-11-20-15:51:25.1556782-05:00
1,2021-11-20-15:51:25.1556797-05:00
1,2021-11-20-15:51:25.1556811-05:00
1,2021-11-20-15:51:25.1556826-05:00
1,2021-11-20-15:51:25.1556841-05:00
1,2021-11-20-15:51:25.1556855-05:00
1,2021-11-20-15:51:25.1556870-05:00
1,2021-11-20-15:51:25.1556885-05:00
1,2021-11-20-15:51:25.1556899-05:00
1,2021-11-20-15:51:25.1556914-05:00
1,2021-11-20-15:51:25.1556928-05:00
