Start |2021-11-20-17:50:40.7909288-05:00
1803|1202|2021-11-20-17:50:40.7946654-05:00
1297|1297|2021-11-20-17:50:40.7948930-05:00
1901|2851,5|2021-11-20-17:50:40.7949085-05:00
1345|3026,25|2021-11-20-17:50:40.7949127-05:00
174|587,25|2021-11-20-17:50:40.7949153-05:00
1549|7841,8125|2021-11-20-17:50:40.7949178-05:00
1093|8299,96875|2021-11-20-17:50:40.7949205-05:00
622|7084,96875|2021-11-20-17:50:40.7949232-05:00
1305|22297,1484375|2021-11-20-17:50:40.7949256-05:00
374|9585,2109375|2021-11-20-17:50:40.7949280-05:00
1331|51168,111328125|2021-11-20-17:50:40.7949303-05:00
1275|73522,9248046875|2021-11-20-17:50:40.7949326-05:00
561|48525,13037109375|2021-11-20-17:50:40.7949351-05:00
141|18294,233642578125|2021-11-20-17:50:40.7949470-05:00
593|115409,36755371094|2021-11-20-17:50:40.7949505-05:00
1849|539777,2022094727|2021-11-20-17:50:40.7949530-05:00
1841|806162,6521911621|2021-11-20-17:50:40.7949554-05:00
39|25616,792587280273|2021-11-20-17:50:40.7949577-05:00
1782|1755735,5534820557|2021-11-20-17:50:40.7949601-05:00
1741|2573009,763141632|2021-11-20-17:50:40.7949624-05:00
5|11084,189100265503|2021-11-20-17:50:40.7949647-05:00
1299|4319508,4923734665|2021-11-20-17:50:40.7949671-05:00
1799|8973205,286119938|2021-11-20-17:50:40.7949709-05:00
956|7152627,226401329|2021-11-20-17:50:40.7949733-05:00
1229|13792749,259279132|2021-11-20-17:50:40.7949765-05:00
1709|28769497,74301225|2021-11-20-17:50:40.7949791-05:00
1404|35452640,28483546|2021-11-20-17:50:40.7949814-05:00
1777|67306989,08776988|2021-11-20-17:50:40.7949836-05:00
1515|86074919,92231685|2021-11-20-17:50:40.7949858-05:00
947|80705890,2637961|2021-11-20-17:50:40.7949886-05:00
1209|154551353,74170458|2021-11-20-17:50:40.7949909-05:00
317|60785085,77682426|2021-11-20-17:50:40.7949932-05:00
295|84849843,7105512|2021-11-20-17:50:40.7949954-05:00
1927|831384655,0689772|2021-11-20-17:50:40.7949975-05:00
1873|1212130352,0582726|2021-11-20-17:50:40.7950057-05:00
400|388295894,94659024|2021-11-20-17:50:40.7950085-05:00
1297|1888574159,0464783|2021-11-20-17:50:40.7950110-05:00
1626|3551451329,1552515|2021-11-20-17:50:40.7950134-05:00
35|114668631,47641495|2021-11-20-17:50:40.7950158-05:00
434|2132836545,4613178|2021-11-20-17:50:40.7950182-05:00
447|3295085031,640124|2021-11-20-17:50:40.7950205-05:00
269|2974422394,3328633|2021-11-20-17:50:40.7950229-05:00
1160|19239758238,435623|2021-11-20-17:50:40.7950252-05:00
655|16295743507,985344|2021-11-20-17:50:40.7950276-05:00
1241|46312254259,71712|2021-11-20-17:50:40.7950299-05:00
791|44278396195,93422|2021-11-20-17:50:40.7950323-05:00
310|26029651366,762848|2021-11-20-17:50:40.7950432-05:00
1480|186405890432,94684|2021-11-20-17:50:40.7950469-05:00
1657|313048540993,9793|2021-11-20-17:50:40.7950496-05:00
1291|365853047456,15027|2021-11-20-17:50:40.7950520-05:00
1157|491818717165,1036|2021-11-20-17:50:40.7950543-05:00
1625|1036134937847,8306|2021-11-20-17:50:40.7950566-05:00
614|587249401697,1396|2021-11-20-17:50:40.7950589-05:00
473|678588681602,8022|2021-11-20-17:50:40.7950611-05:00
1505|3238718707649,7383|2021-11-20-17:50:40.7950633-05:00
504|1626891257796,1477|2021-11-20-17:50:40.7950655-05:00
1497|7248381586073,906|2021-11-20-17:50:40.7950677-05:00
945|6863447493827,498|2021-11-20-17:50:40.7950699-05:00
116|1263745887752,3645|2021-11-20-17:50:40.7950721-05:00
464|7582475326514,1875|2021-11-20-17:50:40.7950743-05:00
146|3578797621781,481|2021-11-20-17:50:40.7950765-05:00
1316|48387304831483,86|2021-11-20-17:50:40.7950787-05:00
1107|61054042304467,29|2021-11-20-17:50:40.7950809-05:00
359|29699730606102,65|2021-11-20-17:50:40.7950831-05:00
1165|144569022936391,03|2021-11-20-17:50:40.7950853-05:00
1015|188932478472665,53|2021-11-20-17:50:40.7950875-05:00
980|273626348132825,94|2021-11-20-17:50:40.7950898-05:00
634|265529241912568,8|2021-11-20-17:50:40.7950920-05:00
267|167735743511015,47|2021-11-20-17:50:40.7950942-05:00
194|182813113714252,84|2021-11-20-17:50:40.7950964-05:00
552|780253908017532,6|2021-11-20-17:50:40.7950986-05:00
216|457975119923334,44|2021-11-20-17:50:40.7951007-05:00
4|12721531108981,512|2021-11-20-17:50:40.7951029-05:00
1348|6430733975590154|2021-11-20-17:50:40.7951051-05:00
1294|9259684455949918|2021-11-20-17:50:40.7951073-05:00
1735|18623128900007464|2021-11-20-17:50:40.7951095-05:00
139|2237995605562857|2021-11-20-17:50:40.7951171-05:00
1145|27652931313339616|2021-11-20-17:50:40.7951203-05:00
1715|62128529086083980|2021-11-20-17:50:40.7951228-05:00
438|23800841754843836|2021-11-20-17:50:40.7952946-05:00
1399|1,1403211511995386E+17|2021-11-20-17:50:40.7953017-05:00
1923|2,3511482206112003E+17|2021-11-20-17:50:40.7953198-05:00
120|22007627650026836|2021-11-20-17:50:40.7953241-05:00
225|61896452765700470|2021-11-20-17:50:40.7953269-05:00
1789|7,382183599855876E+17|2021-11-20-17:50:40.7953295-05:00
1583|9,798208472810385E+17|2021-11-20-17:50:40.7953320-05:00
1702|1,580216439108333E+18|2021-11-20-17:50:40.7953345-05:00
1822|2,537445081129891E+18|2021-11-20-17:50:40.7953369-05:00
423|8,836492337963314E+17|2021-11-20-17:50:40.7953413-05:00
1369|4,28977234420985E+18|2021-11-20-17:50:40.7953530-05:00
903|4,244336479351528E+18|2021-11-20-17:50:40.7953565-05:00
353|2,488788666463603E+18|2021-11-20-17:50:40.7953590-05:00
1510|1,5969139743739552E+19|2021-11-20-17:50:40.7953615-05:00
1571|2,492137603054454E+19|2021-11-20-17:50:40.7953640-05:00
289|6,876776899580559E+18|2021-11-20-17:50:40.7953664-05:00
1131|4,0368346055842275E+19|2021-11-20-17:50:40.7953688-05:00
1162|6,221222561921582E+19|2021-11-20-17:50:40.7953712-05:00
802|6,4407321359652856E+19|2021-11-20-17:50:40.7953736-05:00
