1,1477,2000
2,1671,2000
3,24,2000
4,1738,2000
5,1124,2000
6,1734,2000
7,908,2000
8,1549,2000
9,1253,2000
10,969,2000
11,1590,2000
12,1109,2000
13,500,2000
14,1174,2000
15,879,2000
16,151,2000
17,1187,2000
18,1757,2000
19,1950,2000
20,1118,2000
21,631,2000
22,69,2000
23,496,2000
24,1101,2000
25,1816,2000
26,1401,2000
27,106,2000
28,784,2000
29,430,2000
30,974,2000
31,900,2000
32,844,2000
33,385,2000
34,1883,2000
35,295,2000
36,635,2000
37,1619,2000
38,1424,2000
39,721,2000
40,986,2000
41,1822,2000
42,413,2000
43,1458,2000
44,897,2000
45,1217,2000
46,1182,2000
47,401,2000
48,319,2000
49,1251,2000
50,1190,2000
51,1576,2000
52,1725,2000
53,1427,2000
54,957,2000
55,1974,2000
56,1407,2000
57,1168,2000
58,914,2000
59,1923,2000
60,1721,2000
61,1628,2000
62,122,2000
63,1113,2000
64,276,2000
65,67,2000
66,737,2000
67,719,2000
68,615,2000
69,873,2000
70,245,2000
71,530,2000
72,1766,2000
73,1030,2000
74,961,2000
75,1303,2000
76,217,2000
77,605,2000
78,1600,2000
79,1891,2000
80,629,2000
81,998,2000
82,1786,2000
83,1537,2000
84,1245,2000
85,1398,2000
86,1177,2000
87,1421,2000
88,1426,2000
89,1910,2000
90,878,2000
91,1465,2000
92,691,2000
93,1502,2000
94,996,2000
95,1354,2000
96,1698,2000
97,1294,2000
98,1172,2000
99,820,2000
100,465,2000
101,448,2000
102,1785,2000
103,1442,2000
104,994,2000
105,647,2000
106,1814,2000
107,683,2000
108,454,2000
109,1660,2000
110,1756,2000
111,789,2000
112,1571,2000
113,1023,2000
114,1286,2000
115,712,2000
116,1848,2000
117,571,2000
118,1877,2000
119,866,2000
120,877,2000
121,1318,2000
122,1297,2000
123,700,2000
124,1993,2000
125,770,2000
126,1834,2000
127,254,2000
128,30,2000
129,1606,2000
130,1599,2000
131,912,2000
132,1428,2000
133,754,2000
134,1411,2000
135,173,2000
136,1210,2000
137,333,2000
138,525,2000
139,575,2000
140,1587,2000
141,474,2000
142,950,2000
143,1767,2000
144,149,2000
145,87,2000
146,1895,2000
147,1669,2000
148,207,2000
149,271,2000
150,1510,2000
151,1106,2000
152,1416,2000
153,294,2000
154,1945,2000
155,1143,2000
156,1147,2000
157,1061,2000
158,1449,2000
159,212,2000
160,810,2000
161,1547,2000
162,650,2000
163,841,2000
164,56,2000
165,821,2000
166,1363,2000
167,793,2000
168,1615,2000
169,1102,2000
170,1507,2000
171,1501,2000
172,45,2000
173,1280,2000
174,1284,2000
175,393,2000
176,354,2000
177,1535,2000
178,548,2000
179,1906,2000
180,882,2000
181,159,2000
182,49,2000
183,1754,2000
184,95,2000
185,479,2000
186,1498,2000
187,1123,2000
188,812,2000
189,261,2000
190,1016,2000
191,143,2000
192,884,2000
193,315,2000
194,1770,2000
195,39,2000
196,1828,2000
197,104,2000
198,1707,2000
199,1317,2000
200,708,2000
201,1077,2000
202,58,2000
203,1091,2000
204,758,2000
205,8,2000
206,1062,2000
207,137,2000
208,1006,2000
209,1541,2000
210,778,2000
211,1625,2000
212,504,2000
213,1551,2000
214,1325,2000
215,651,2000
216,1499,2000
217,902,2000
218,747,2000
219,1574,2000
220,1331,2000
221,237,2000
222,1983,2000
